title,channel,view_count,date,description,url,source_channel,source_url,scrape_timestamp,bio,subscribers,location,is_older_than_24h,batch_process,batch_timestamp,batch_channel_index,batch_total_channels
DEFI TOKEN REVIEW 🔥 DONALD TRUMP BUYING 🚀 BIG POTENTIAL,Hamza tech official,"2,133",2025年3月20日,https://de.fi/DEFItoken?utm_source=yt&utm_medium=cmp&utm_campaign=9308490,https://www.youtube.com/watch?v=2EhZ72dRgeQ,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:04:38.647972,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
MEXC X ETHENA 🔥 HOLD USDE TO EARN 10% DAILY 💯 BIG POTENTIAL,Hamza tech official,"2,088",2025年3月17日,"🔥 MEXC x Ethena: $1,000,000 REWARDS UP FOR GRABS! 🚀

🚨 Join the Biggest Crypto Event on MEXC! Zero Trading Fees, High APR (400%+), Staking Rewards, and a Massive Futures Prize Pool! Don’t miss this golden opportunity to earn big with Ethena on MEXC! 💰💎

🎯 Event Highlights:
✅ $1,000,000 in Rewards 💵
✅ Zero Trading Fees 🚀
✅ Hold USDE & Earn Passive Income 💰
✅ ENA Staking with 400%+ APR 🔥
✅ Futures Trading Prize Pool 🎯

Join now:
https://www.mexc.com/en-GB/ethena-blockchain-events?utm_source=kol&utm_medium=twitter&utm_campaign=ethena 

About Ethena:
https://www.coingecko.com/en/coins/ethena

#MEXC #Ethena",https://www.youtube.com/watch?v=NBMB0tnO6xc,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:05:08.537174,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
STAU TOKEN PROJECT REVIEW 💰 UPTO THE MOON 🔥 JOIN NOW,Hamza tech official,"1,742",2025年1月25日,"Project link:

https://stauweb.com/",https://www.youtube.com/watch?v=sVPNUT9gH8s,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:05:38.439426,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
Bitget Meme Coin Listings || Get 1000X Profit - Trade Smarter - Trade on Bitget ||,Hamza tech official,"2,098",2024年11月15日,Link: https://www.bitget.com/expressly?channelCode=zzbe&vipCode=p7qt&languageType=0,https://www.youtube.com/watch?v=tEckrvb3kEY,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:06:08.169169,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
BEST USDT PLATFORM REVIEW || MORE THAN 100X PROFIT-LIVE WITHDRAW || MUST JOIN NOW ||,Hamza tech official,"1,769",2024年9月21日,"Penfolds Winery is located in the famous Barossa region of Australia. It is the most famous and largest winery in Australia. It is regarded as the symbol of Australian red wine and is known as the aristocrat of the Australian wine industry.

Penfolds' latest investment project is now open to individual users. Anyone can participate in Penfolds' investment and withdrawal 24 hours a day.

We solemnly promise that this platform will never be closed! We are a safe and reliable platform to ensure the safety of everyone's funds

Penfolds' latest investment project is recruiting investment partners worldwide! Invite your friends to join us! Make more money every day!

Official link: https://m.penfolds-usdt.vip/#/register?ic=660682

Official customer service: https://t.me/Penfolds_usdt99

Official channel: https://t.me/penfolds_usdt88

★★★★★★★★

1: Each level has a validity period of 60 days.

2: Daily task update time; Task update time: Australia • Sydney 20:00

3: Deposit investment can only use USDT, BNB currency, choose TRC20.BEP20.Network (or) TRX.

4: Only one withdrawal per day, no time limit, within 3 minutes, withdrawal fee is 0, minimum withdrawal amount is 3USDT, no upper limit.

5: New users only need to top up the following funds to unlock the corresponding level. Then start making money every day

★★★★★★★★

▶VIP1: Cumulative recharge: 12 USDT, daily withdrawal: 3 USDT

▶VIP2: Cumulative recharge: 36 USDT, daily withdrawal: 12 USDT

▶VIP3: Cumulative recharge: 120 USDT, daily withdrawal: 39 USDT

▶VIP4: Cumulative recharge: 300 USDT, daily withdrawal: 98 USDT

▶VIP5: Cumulative recharge: 800 USDT, daily withdrawal: 275 USDT

▶VIP6: Cumulative recharge: 1600 USDT, daily withdrawal: 571 USDT

▶VIP7: Cumulative recharge: 3200 USDT, daily withdrawal: 1185 USDT

▶VIP8: Cumulative recharge: 6500 USDT, daily withdrawal: 2500 USDT

▶VIP9: Cumulative recharge: 13000 USDT, daily withdrawal: 5417 USDT

▶VIP10: Cumulative deposit: 28000 USDT, daily withdrawal: 12174 USDT

...",https://www.youtube.com/watch?v=6LTfJwTRnIY,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:06:38.102934,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
NOMOEX Exchange || 2nd Sept Listing on MEXC Exchange || 100X Potential - JOIN NOW ||,Hamza tech official,"1,421",2024年9月1日,"website link: https://m.nomoex.com/en_US/
Telegram Link: https://t.me/nomoexcommunity
X LINK: https://x.com/nomoex_global


Contect me👇
Emai: siratali57@gmail.com 
Telegram: https://t.me/Hamzatechofficial
:::::::::::::::::::::::::::::::::::::::::::::::::::::::::


👉 ⚠️DISCLAIMER : I AM NOT A FINANCIAL ADVISOR IF YOU WANNA INVEST IN ANY COINS I PROVIDE INVEST IN THEM AT YOUR OWN RISK . 
THE PROFIT OR RISK WILL BE OF YOURS ⚠️👈

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for \",https://www.youtube.com/watch?v=Mn2Ko9Cyzis,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:07:08.028741,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
BEST CRYPTO NODEA || BUY NOW || SCALABLE DeFi ON BITCOIN ||,Hamza tech official,"2,075",2024年8月28日,"Website link:

https://bitevm.net/mint?ref=TKXDJA",https://www.youtube.com/watch?v=t-OxxXLThxo,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:07:37.843250,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
Goinbus Full Review Video || Buy Product like Netflix and ChatGPT || 10% just for you ||,Hamza tech official,"2,047",2024年7月7日,YouTube Promotion Example:https://youtu.be/cAxDlb4Qdog,https://www.youtube.com/watch?v=kMI2tVAMNxU,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:08:07.926855,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
KcPay App 💯 $970 Big airdrop || 1000x Coin || $KCP Soon listing on big exchanges,Hamza tech official,"2,059",2024年6月20日,"😀 Welcome to the KCPay Community!
Important Links:
Ⓜ️  𝙒𝙚𝙗𝙨𝙞𝙩𝙚 

✈️ 𝙏𝙚𝙡𝙚𝙜𝙧𝙖𝙢 𝙘𝙤𝙢𝙢𝙪𝙣𝙞𝙩𝙮: Join here

✈️  𝙏𝙚𝙡𝙚𝙜𝙧𝙖𝙢 𝙘𝙝𝙖𝙣𝙣𝙚𝙡: Subscribe here

🤖 𝙂𝙤𝙤𝙜𝙡𝙚 𝙎𝙩𝙤𝙧𝙚 : Download KC

🕊  Twitter: Follow us


How to Get Started:
1、Download KC from the Google Play Store.


Binding Invitation Code: Use code 3JM52L to get 200 KCP as a reward.

Key Information:

1、KCP Value: Currently, KCP is worth 940 USDT.

2、Listing: KCP has been listed on the world's largest decentralized exchanges.

3、Contract Address: Enter 0xfe702f40ab9467f503a5fef3752a89881efda7eb to find KCP on PancakeSwap, OKEx, or MetaMask.

Demonstration:
PancakeSwap:

Open PancakeSwap.
Go to the \",https://www.youtube.com/watch?v=1q-Xhnn2fJ8,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:08:38.022944,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
LOTTO INU TOKEN PROJECT REVIEW || 100X POTENTIAL || LISTING ON PANCAKESWAP ||,Hamza tech official,"3,038",2024年4月27日,Project details and pinksale link are on lottoinu.com,https://www.youtube.com/watch?v=XxI5jla7Haw,hamzatechofficial55,https://youtube.com/@hamzatechofficial55?si=S5T5NXXfG8T5_ZUZ,2025-08-14T14:14:22.449281,"Welcome to HAMZA TECH OFFICIAL 

For advertising/ sponsorship / collaboration Contact me✍️
My Email: siratali57@gmail.com

Official Telegram:@Hamzatechofficial

https://t.me/Hamzatechofficial


Thanks this is my real 


https://t.me/nurishkhan",1.71万,韩国,True,True,2025-08-14T14:14:22.825258,2,10
